,Timestamp,System ON,System ON Timestamps,System OFF Timestamps,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),Inverter Efficiency (%),System Load (kW),System Fault Alerts,Voltage (V),Current (A),Power Factor,Dust and Dirt Accumulation (g/m²),Battery Low Flag,Battery Full Flag,Customer Profile,User Coordinates,Solar Panels Type,Solar Panels Configuration,Depth of Discharge,Battery Capacity (Wh),Inverter Capacity (kW),Battery Technology,Solar Irradiance (W/m²)
7655,09/11/2024 02:15,False,,09/11/2024 02:15,31.81722962,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.81,False,False,Residential,"10.525053,7.422057",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7656,09/11/2024 02:30,False,,09/11/2024 02:30,34.67926921,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.811,False,False,Residential,"10.525053,7.422058",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7657,09/11/2024 02:45,False,,09/11/2024 02:45,29.26302878,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.812,False,False,Residential,"10.525053,7.422059",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7658,09/11/2024 03:00,False,,09/11/2024 03:00,30.10183602,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.813,False,False,Residential,"10.525053,7.422060",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7659,09/11/2024 03:15,False,,09/11/2024 03:15,32.91367996,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.814,False,False,Residential,"10.525053,7.422061",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7660,09/11/2024 03:30,False,,09/11/2024 03:30,33.15519134,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.815,False,False,Residential,"10.525053,7.422062",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7661,09/11/2024 03:45,False,,09/11/2024 03:45,34.86478954,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.816,False,False,Residential,"10.525053,7.422063",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7662,09/11/2024 04:00,False,,09/11/2024 04:00,32.91443629,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.817,False,False,Residential,"10.525053,7.422064",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7663,09/11/2024 04:15,False,,09/11/2024 04:15,32.9987991,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.818,False,False,Residential,"10.525053,7.422065",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7664,09/11/2024 04:30,False,,09/11/2024 04:30,30.66617961,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.819,False,False,Residential,"10.525053,7.422066",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7665,09/11/2024 04:45,False,,09/11/2024 04:45,30.69439302,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.82,False,False,Residential,"10.525053,7.422067",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7666,09/11/2024 05:00,False,,09/11/2024 05:00,34.68660111,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.821,False,False,Residential,"10.525053,7.422068",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7667,09/11/2024 05:15,False,,09/11/2024 05:15,32.55285721,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.822,False,False,Residential,"10.525053,7.422069",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7668,09/11/2024 05:30,False,,09/11/2024 05:30,31.29658183,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.823,False,False,Residential,"10.525053,7.422070",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7669,09/11/2024 05:45,False,,09/11/2024 05:45,32.43406189,0.0,0.0,0.300530134,90.0,,False,220.0,0.0,0.9,4.824,False,False,Residential,"10.525053,7.422071",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7670,09/11/2024 06:00,True,09/11/2024 06:00,,34.85422109,8.58667204,0.586144717,0.2,90.0,,False,220.0,2.664294168,0.9,4.825,True,False,Residential,"10.525053,7.422072",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,28.62224013
7671,09/11/2024 06:15,False,,09/11/2024 06:15,30.44424965,22.63685684,0.0,0.205659214,90.0,,False,220.0,0.0,0.9,4.826,True,False,Residential,"10.525053,7.422073",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,75.45618947
7672,09/11/2024 06:30,False,,09/11/2024 06:30,30.12993802,20.7056201,0.0,0.210835619,90.0,,False,220.0,0.0,0.9,4.827,True,False,Residential,"10.525053,7.422074",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,69.01873366
7673,09/11/2024 06:45,False,,09/11/2024 06:45,33.11854996,36.35090763,0.0,0.219923346,90.0,,False,220.0,0.0,0.9,4.828,True,False,Residential,"10.525053,7.422075",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,121.1696921
7674,09/11/2024 07:00,False,,09/11/2024 07:00,30.40487013,38.19310259,0.0,0.229471622,90.0,,False,220.0,0.0,0.9,4.829,True,False,Residential,"10.525053,7.422076",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,127.310342
7675,09/11/2024 07:15,False,,09/11/2024 07:15,34.49230591,52.72316125,0.0,0.242652412,90.0,,False,220.0,0.0,0.9,4.83,True,False,Residential,"10.525053,7.422077",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,175.7438708
7676,09/11/2024 07:30,False,,09/11/2024 07:30,31.34489373,60.43013888,0.0,0.257759947,90.0,,False,220.0,0.0,0.9,4.831,True,False,Residential,"10.525053,7.422078",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,201.4337963
7677,09/11/2024 07:45,False,,09/11/2024 07:45,31.24724626,78.06111907,0.0,0.277275227,90.0,,False,220.0,0.0,0.9,4.832,True,False,Residential,"10.525053,7.422079",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,260.2037302
7678,09/11/2024 08:00,False,,09/11/2024 08:00,29.75584115,71.76877639,0.0,0.295217421,90.0,,False,220.0,0.0,0.9,4.833,True,False,Residential,"10.525053,7.422080",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,239.2292546
7679,09/11/2024 08:15,False,,09/11/2024 08:15,34.71764208,69.63326222,0.0,0.312625736,90.0,,False,220.0,0.0,0.9,4.834,False,False,Residential,"10.525053,7.422081",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,232.1108741
7680,09/11/2024 08:30,True,09/11/2024 08:30,,33.45265012,95.53905663,0.458778639,0.221815841,90.0,,False,220.0,2.08535745,0.9,4.835,True,False,Residential,"10.525053,7.422082",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,318.4635221
7681,09/11/2024 08:45,False,,09/11/2024 08:45,34.50690754,107.993241,0.0,0.248814151,90.0,,False,220.0,0.0,0.9,4.836,True,False,Residential,"10.525053,7.422083",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,359.9774699
7682,09/11/2024 09:00,False,,09/11/2024 09:00,33.82528851,114.0349306,0.0,0.277322884,90.0,,False,220.0,0.0,0.9,4.837,True,False,Residential,"10.525053,7.422084",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,380.1164354
7683,09/11/2024 09:15,False,,09/11/2024 09:15,32.83407142,122.3176947,0.0,0.307902307,90.0,,False,220.0,0.0,0.9,4.838,False,False,Residential,"10.525053,7.422085",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,407.7256491
7684,09/11/2024 09:30,True,09/11/2024 09:30,,30.96059948,116.7096532,0.579169167,0.2,90.0,,False,220.0,2.632587123,0.9,4.839,True,False,Residential,"10.525053,7.422086",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,389.0321774
7685,09/11/2024 09:45,False,,09/11/2024 09:45,32.10216148,121.2124304,0.0,0.230303108,90.0,,False,220.0,0.0,0.9,4.84,True,False,Residential,"10.525053,7.422087",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,404.0414348
7686,09/11/2024 10:00,False,,09/11/2024 10:00,30.39169318,126.8070082,0.0,0.26200486,90.0,,False,220.0,0.0,0.9,4.841,True,False,Residential,"10.525053,7.422088",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,422.6900275
7687,09/11/2024 10:15,False,,09/11/2024 10:15,32.43304802,147.8983817,0.0,0.298979455,90.0,,False,220.0,0.0,0.9,4.842,True,False,Residential,"10.525053,7.422089",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,492.9946055
7688,09/11/2024 10:30,False,,09/11/2024 10:30,33.5462513,136.4960094,0.0,0.333103457,90.0,,False,220.0,0.0,0.9,4.843,False,False,Residential,"10.525053,7.422090",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,454.9866981
7689,09/11/2024 10:45,True,09/11/2024 10:45,,29.21571953,146.3345326,0.348796277,0.282488021,90.0,,False,220.0,1.585437623,0.9,4.844,True,False,Residential,"10.525053,7.422091",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,487.7817755
7690,09/11/2024 11:00,False,,09/11/2024 11:00,29.64886662,134.762954,0.0,0.31617876,90.0,,False,220.0,0.0,0.9,4.845,False,False,Residential,"10.525053,7.422092",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,449.2098465
7691,09/11/2024 11:15,True,09/11/2024 11:15,,29.12744498,148.6384138,0.23829274,0.293765178,90.0,,False,220.0,1.083148818,0.9,4.846,True,False,Residential,"10.525053,7.422093",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,495.4613792
7692,09/11/2024 11:30,False,,09/11/2024 11:30,31.53297524,161.4012684,0.0,0.334115495,90.0,,False,220.0,0.0,0.9,4.847,False,False,Residential,"10.525053,7.422094",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,538.0042279
7693,09/11/2024 11:45,True,09/11/2024 11:45,,31.61501697,161.8027371,0.509428743,0.247208994,90.0,,False,220.0,2.315585195,0.9,4.848,True,False,Residential,"10.525053,7.422095",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,539.3424569
7694,09/11/2024 12:00,False,,09/11/2024 12:00,32.02996964,155.4486182,0.0,0.286071148,90.0,,False,220.0,0.0,0.9,4.849,True,False,Residential,"10.525053,7.422096",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,518.1620608
7695,09/11/2024 12:15,False,,09/11/2024 12:15,31.22862479,150.6658554,0.0,0.323737612,90.0,,False,220.0,0.0,0.9,4.85,False,False,Residential,"10.525053,7.422097",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,502.2195181
7696,09/11/2024 12:30,True,09/11/2024 12:30,,31.91254189,140.5341963,0.489399386,0.236521315,90.0,,False,220.0,2.224542664,0.9,4.851,True,False,Residential,"10.525053,7.422098",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,468.447321
7697,09/11/2024 12:45,False,,09/11/2024 12:45,34.16722594,149.6591733,0.0,0.273936108,90.0,,False,220.0,0.0,0.9,4.852,True,False,Residential,"10.525053,7.422099",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,498.8639109
7698,09/11/2024 13:00,False,,09/11/2024 13:00,30.52077285,155.4593072,0.0,0.312800935,90.0,,False,220.0,0.0,0.9,4.853,False,False,Residential,"10.525053,7.422100",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,518.1976906
7699,09/11/2024 13:15,True,09/11/2024 13:15,,34.9606914,146.1799945,0.259620744,0.284440748,90.0,,False,220.0,1.180094289,0.9,4.854,True,False,Residential,"10.525053,7.422101",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,487.2666482
7700,09/11/2024 13:30,False,,09/11/2024 13:30,30.69228931,134.0475525,0.0,0.317952636,90.0,,False,220.0,0.0,0.9,4.855,False,False,Residential,"10.525053,7.422102",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,446.8251749
7701,09/11/2024 13:45,True,09/11/2024 13:45,,34.85581832,141.6203165,0.205782581,0.30191207,90.0,,False,220.0,0.935375369,0.9,4.856,False,False,Residential,"10.525053,7.422103",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,472.0677216
7702,09/11/2024 14:00,True,09/11/2024 14:00,,33.37271713,140.140258,0.453168907,0.223654907,90.0,,False,220.0,2.059858667,0.9,4.857,True,False,Residential,"10.525053,7.422104",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,467.1341932
7703,09/11/2024 14:15,False,,09/11/2024 14:15,30.22314226,137.5132254,0.0,0.258033214,90.0,,False,220.0,0.0,0.9,4.858,True,False,Residential,"10.525053,7.422105",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,458.3774179
7704,09/11/2024 14:30,False,,09/11/2024 14:30,34.60894524,120.6167057,0.0,0.28818739,90.0,,False,220.0,0.0,0.9,4.859,True,False,Residential,"10.525053,7.422106",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,402.0556855
7705,09/11/2024 14:45,False,,09/11/2024 14:45,30.85611827,104.2104324,0.0,0.314239998,90.0,,False,220.0,0.0,0.9,4.86,False,False,Residential,"10.525053,7.422107",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,347.3681082
7706,09/11/2024 15:00,True,09/11/2024 15:00,,30.66750134,111.2498628,0.202628552,0.291395326,90.0,,False,220.0,0.921038874,0.9,4.861,True,False,Residential,"10.525053,7.422108",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,370.8328759
7707,09/11/2024 15:15,False,,09/11/2024 15:15,30.98377457,107.7758451,0.0,0.318339287,90.0,,False,220.0,0.0,0.9,4.862,False,False,Residential,"10.525053,7.422109",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,359.252817
7708,09/11/2024 15:30,True,09/11/2024 15:30,,32.81186388,103.7934457,0.238942701,0.284551973,90.0,,False,220.0,1.086103187,0.9,4.863,True,False,Residential,"10.525053,7.422110",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,345.9781523
7709,09/11/2024 15:45,False,,09/11/2024 15:45,31.34255639,86.42422713,0.0,0.30615803,90.0,,False,220.0,0.0,0.9,4.864,False,False,Residential,"10.525053,7.422111",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,288.0807571
7710,09/11/2024 16:00,True,09/11/2024 16:00,,34.90604747,76.48611858,0.57922764,0.2,90.0,,False,220.0,2.632852908,0.9,4.865,True,False,Residential,"10.525053,7.422112",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,254.9537286
7711,09/11/2024 16:15,False,,09/11/2024 16:15,33.54568906,70.08284101,0.0,0.21752071,90.0,,False,220.0,0.0,0.9,4.866,True,False,Residential,"10.525053,7.422113",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,233.60947
7712,09/11/2024 16:30,False,,09/11/2024 16:30,32.3187494,50.93825538,0.0,0.230255274,90.0,,False,220.0,0.0,0.9,4.867,True,False,Residential,"10.525053,7.422114",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,169.7941846
7713,09/11/2024 16:45,False,,09/11/2024 16:45,32.24779736,35.12020323,0.0,0.239035325,90.0,,False,220.0,0.0,0.9,4.868,True,False,Residential,"10.525053,7.422115",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,117.0673441
7714,09/11/2024 17:00,False,,09/11/2024 17:00,30.38531586,38.0497241,0.0,0.248547756,90.0,,False,220.0,0.0,0.9,4.869,True,False,Residential,"10.525053,7.422116",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,126.8324137
7715,09/11/2024 17:15,False,,09/11/2024 17:15,32.52956669,25.1373515,0.0,0.254832094,90.0,,False,220.0,0.0,0.9,4.87,True,False,Residential,"10.525053,7.422117",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,83.79117166
7716,09/11/2024 17:30,False,,09/11/2024 17:30,34.32321128,17.61787852,0.0,0.259236563,90.0,,False,220.0,0.0,0.9,4.871,True,False,Residential,"10.525053,7.422118",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,58.72626172
7717,09/11/2024 17:45,False,,09/11/2024 17:45,30.43506408,5.543766546,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.872,True,False,Residential,"10.525053,7.422119",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,18.47922182
7718,09/11/2024 18:00,False,,09/11/2024 18:00,30.69272502,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.873,True,False,Residential,"10.525053,7.422120",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7719,09/11/2024 18:15,False,,09/11/2024 18:15,32.62317414,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.874,True,False,Residential,"10.525053,7.422121",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7720,09/11/2024 18:30,False,,09/11/2024 18:30,33.41981417,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.875,True,False,Residential,"10.525053,7.422122",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7721,09/11/2024 18:45,False,,09/11/2024 18:45,31.23916087,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.876,True,False,Residential,"10.525053,7.422123",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7722,09/11/2024 19:00,False,,09/11/2024 19:00,33.67136422,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.877,True,False,Residential,"10.525053,7.422124",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7723,09/11/2024 19:15,False,,09/11/2024 19:15,30.73846724,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.878,True,False,Residential,"10.525053,7.422125",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7724,09/11/2024 19:30,False,,09/11/2024 19:30,29.91336232,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.879,True,False,Residential,"10.525053,7.422126",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7725,09/11/2024 19:45,False,,09/11/2024 19:45,33.45566994,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.88,True,False,Residential,"10.525053,7.422127",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7726,09/11/2024 20:00,False,,09/11/2024 20:00,30.18413008,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.881,True,False,Residential,"10.525053,7.422128",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7727,09/11/2024 20:15,False,,09/11/2024 20:15,31.06314801,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.882,True,False,Residential,"10.525053,7.422129",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7728,09/11/2024 20:30,False,,09/11/2024 20:30,34.95299691,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.883,True,False,Residential,"10.525053,7.422130",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7729,09/11/2024 20:45,False,,09/11/2024 20:45,31.63306743,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.884,True,False,Residential,"10.525053,7.422131",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7730,09/11/2024 21:00,False,,09/11/2024 21:00,34.0568498,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.885,True,False,Residential,"10.525053,7.422132",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7731,09/11/2024 21:15,False,,09/11/2024 21:15,30.32279209,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.886,True,False,Residential,"10.525053,7.422133",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7732,09/11/2024 21:30,False,,09/11/2024 21:30,34.02469199,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.887,True,False,Residential,"10.525053,7.422134",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7733,09/11/2024 21:45,False,,09/11/2024 21:45,29.42239547,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.888,True,False,Residential,"10.525053,7.422135",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7734,09/11/2024 22:00,False,,09/11/2024 22:00,30.2000591,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.889,True,False,Residential,"10.525053,7.422136",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7735,09/11/2024 22:15,False,,09/11/2024 22:15,32.26667705,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.89,True,False,Residential,"10.525053,7.422137",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7736,09/11/2024 22:30,False,,09/11/2024 22:30,32.98893562,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.891,True,False,Residential,"10.525053,7.422138",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7737,09/11/2024 22:45,False,,09/11/2024 22:45,32.98329538,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.892,True,False,Residential,"10.525053,7.422139",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7738,09/11/2024 23:00,False,,09/11/2024 23:00,32.76682611,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.893,True,False,Residential,"10.525053,7.422140",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7739,09/11/2024 23:15,False,,09/11/2024 23:15,32.27695577,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.894,True,False,Residential,"10.525053,7.422141",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7740,09/11/2024 23:30,False,,09/11/2024 23:30,30.37159813,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.895,True,False,Residential,"10.525053,7.422142",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7741,09/11/2024 23:45,False,,09/11/2024 23:45,32.05540074,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.896,True,False,Residential,"10.525053,7.422143",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7742,10/11/2024 00:00,False,,10/11/2024 00:00,29.23550552,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.897,True,False,Residential,"10.525053,7.422144",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7743,10/11/2024 00:15,False,,10/11/2024 00:15,34.86299038,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.898,True,False,Residential,"10.525053,7.422145",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7744,10/11/2024 00:30,False,,10/11/2024 00:30,29.95673756,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.899,True,False,Residential,"10.525053,7.422146",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7745,10/11/2024 00:45,False,,10/11/2024 00:45,33.86107021,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.9,True,False,Residential,"10.525053,7.422147",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7746,10/11/2024 01:00,False,,10/11/2024 01:00,30.23532247,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.901,True,False,Residential,"10.525053,7.422148",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7747,10/11/2024 01:15,False,,10/11/2024 01:15,31.04682273,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.902,True,False,Residential,"10.525053,7.422149",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7748,10/11/2024 01:30,False,,10/11/2024 01:30,30.70826539,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.903,True,False,Residential,"10.525053,7.422150",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7749,10/11/2024 01:45,False,,10/11/2024 01:45,34.97549036,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.904,True,False,Residential,"10.525053,7.422151",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7750,10/11/2024 02:00,False,,10/11/2024 02:00,31.11267448,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.905,True,False,Residential,"10.525053,7.422152",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7751,10/11/2024 02:15,False,,10/11/2024 02:15,31.3107818,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.906,True,False,Residential,"10.525053,7.422153",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7752,10/11/2024 02:30,False,,10/11/2024 02:30,33.64260967,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.907,True,False,Residential,"10.525053,7.422154",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7753,10/11/2024 02:45,False,,10/11/2024 02:45,32.05367547,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.908,True,False,Residential,"10.525053,7.422155",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7754,10/11/2024 03:00,False,,10/11/2024 03:00,30.99974103,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.909,True,False,Residential,"10.525053,7.422156",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7755,10/11/2024 03:15,False,,10/11/2024 03:15,34.68643869,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.91,True,False,Residential,"10.525053,7.422157",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7756,10/11/2024 03:30,False,,10/11/2024 03:30,34.65974439,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.911,True,False,Residential,"10.525053,7.422158",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7757,10/11/2024 03:45,False,,10/11/2024 03:45,32.0925299,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.912,True,False,Residential,"10.525053,7.422159",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
7758,10/11/2024 04:00,False,,10/11/2024 04:00,29.24476577,0.0,0.0,0.260622505,90.0,,False,220.0,0.0,0.9,4.913,True,False,Residential,"10.525053,7.422160",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
