,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),System Load (kW),Current (A),Dust and Dirt Accumulation (g/m²),Battery Low Flag,Customer Profile,Solar Irradiance (W/m²)
6842,34.87983658,124.9660551,0.36181905,0.246337655,,1.644632045,5.42,True,Residential,416.5535172
6845,32.86633664,135.5923286,0.383272093,0.248026511,,1.742145878,5.423,True,Residential,451.9744287
6848,31.42120237,139.6116625,0.516500089,0.22252002,,2.347727676,5.426,True,Residential,465.3722082
6852,29.23329303,125.6696562,0.499041962,0.227089576,,2.268372554,5.43,True,Residential,418.8988541
6856,32.35083944,118.0694386,0.496724502,0.223382076,,2.257838647,5.434,True,Residential,393.5647953
6860,29.11017596,97.07737674,0.533552595,0.2,,2.42523907,5.438,True,Residential,323.5912558
6868,32.47222893,23.94740221,0.517444599,0.2,,2.352020906,5.446,True,Residential,79.82467403
6929,32.33622087,84.3495146,0.342766212,0.238081237,,1.558028236,5.507,True,Residential,281.1650487
6933,30.54804362,113.4938342,0.477981276,0.214673189,,2.172642163,5.511,True,Residential,378.3127806
6937,33.12416727,121.1574301,0.245717559,0.268912325,,1.116897993,5.515,True,Residential,403.8581004
6939,29.93096382,133.6866346,0.255458386,0.271166461,,1.161174482,5.517,True,Residential,445.6221154
6941,31.84726927,124.1259525,0.475498407,0.215532516,,2.161356394,5.519,True,Residential,413.7531751
6945,31.08197573,142.9666975,0.227813797,0.295438191,,1.035517257,5.523,True,Residential,476.5556584
6947,29.42583169,139.389708,0.451561029,0.252382851,,2.05255013,5.525,True,Residential,464.6323601
6950,30.42253786,123.8545605,0.382117808,0.251235191,,1.736899127,5.528,True,Residential,412.8485351
6953,34.05910558,115.0217109,0.281441661,0.270985274,,1.279280279,5.531,True,Residential,383.4057031
6956,32.70579478,71.88671574,0.484026112,0.215258277,,2.200118692,5.534,True,Residential,239.6223858
6962,29.25889152,37.14444746,0.480792158,0.2,,2.1854189,5.54,True,Residential,123.8148249
7025,32.64817337,65.22865494,0.382421552,0.23565834,,1.738279782,5.603,True,Residential,217.4288498
7029,33.26919063,116.5229354,0.489097743,0.208763237,,2.223171558,5.607,True,Residential,388.4097847
7034,30.04864837,131.030465,0.57165346,0.21440081,,2.598424819,5.612,True,Residential,436.7682168
7038,33.32096803,123.1252393,0.402489738,0.241081934,,1.829498811,5.616,True,Residential,410.4174644
7041,32.07282255,141.4165549,0.231727423,0.287750174,,1.053306466,5.619,True,Residential,471.3885163
7043,31.26528259,118.7292079,0.437722576,0.242119805,,1.989648072,5.621,True,Residential,395.7640263
7046,30.38790506,112.9799864,0.317559702,0.249668402,,1.44345319,5.624,True,Residential,376.5999545
7049,29.26923316,108.4115666,0.51076469,0.20628157,,2.32165768,5.627,True,Residential,361.3718886
7055,32.91649709,55.6845275,0.234037304,0.264442662,,1.06380593,5.633,True,Residential,185.6150917
7060,33.89747578,31.8373824,0.568274086,0.2,,2.583064028,5.638,True,Residential,106.124608
7122,30.26186114,70.18397663,0.443052993,0.226995024,,2.013877241,5.7,True,Residential,233.9465888
7127,34.37716246,113.5897286,0.564537857,0.212669086,,2.566081167,5.705,True,Residential,378.6324288
7131,30.3867714,135.1505912,0.426227538,0.228145251,,1.937397901,5.709,True,Residential,450.5019705
7135,33.33840773,125.1645823,0.26063391,0.292370689,,1.18469959,5.713,True,Residential,417.2152742
7137,31.20207855,119.8321065,0.297741959,0.280132765,,1.353372541,5.715,True,Residential,399.4403549
7139,32.21331157,123.6643179,0.454736234,0.228021318,,2.066982881,5.717,True,Residential,412.2143932
7143,34.58110433,116.3092723,0.286564159,0.277171376,,1.302564358,5.721,True,Residential,387.6975745
7145,34.26753599,99.80507842,0.574946091,0.2,,2.613391324,5.723,True,Residential,332.6835947
7151,34.28450726,75.089692,0.516763095,0.2,,2.348923159,5.729,True,Residential,250.2989733
7213,30.06132502,52.62305433,0.233913847,0.255179708,,1.063244758,5.791,True,Residential,175.4101811
7217,32.12134554,69.77444787,0.545645158,0.2,,2.480205262,5.795,True,Residential,232.5814929
7223,29.49782016,109.8760671,0.542325827,0.203657106,,2.465117394,5.801,True,Residential,366.2535571
7228,29.38930192,122.8817804,0.53795875,0.223659394,,2.445267046,5.806,True,Residential,409.6059346
7232,29.25228826,119.4526855,0.571829806,0.20624856,,2.599226392,5.81,True,Residential,398.1756184
7236,31.35112441,116.1691203,0.412930382,0.22590656,,1.876956283,5.814,True,Residential,387.2304009
7240,29.43038845,100.1342588,0.332349922,0.253566815,,1.510681464,5.818,True,Residential,333.7808626
7244,33.96029654,76.19885901,0.534116608,0.207933143,,2.427802761,5.822,True,Residential,253.9961967
7252,32.28300419,30.54163772,0.511830987,0.2,,2.326504485,5.83,True,Residential,101.8054591
7314,30.02825444,79.60314315,0.338749319,0.246137839,,1.539769632,5.892,True,Residential,265.3438105
7318,33.89598201,91.82869102,0.229883684,0.282410823,,1.044925836,5.896,True,Residential,306.0956367
7320,30.50352077,109.6565955,0.261740015,0.270437628,,1.189727339,5.898,True,Residential,365.5219851
7323,34.5815309,122.8397183,0.410989889,0.255229094,,1.86813586,5.901,True,Residential,409.4657277
7326,30.85012169,117.2279549,0.499379171,0.221720315,,2.269905321,5.904,True,Residential,390.7598498
7330,34.65690622,114.5078417,0.409679748,0.237836918,,1.862180673,5.908,True,Residential,381.6928058
7334,32.91355428,104.1204024,0.512018893,0.219588534,,2.327358604,5.912,True,Residential,347.0680081
7339,33.04291781,89.23501746,0.551490405,0.200367388,,2.50677457,5.917,True,Residential,297.4500582
7347,31.6549265,26.5569429,0.278624844,0.243526962,,1.266476561,5.925,True,Residential,88.52314301
7406,32.45188374,56.22536232,0.588246441,0.2,,2.67384746,5.984,True,Residential,187.4178744
7413,33.36659216,96.44455708,0.483997656,0.216941532,,2.199989345,5.991,True,Residential,321.4818569
7418,30.19698298,116.84973,0.50432931,0.221908698,,2.292405955,5.996,True,Residential,389.4991001
7422,30.27936481,126.4465001,0.50699951,0.214655897,,2.304543228,6.0,True,Residential,421.4883337
7426,31.87170416,124.3799259,0.591776564,0.2,,2.689893474,6.004,True,Residential,414.5997531
7431,29.40570456,110.9586912,0.236191703,0.281303425,,1.073598649,6.009,True,Residential,369.8623039
7433,29.52355649,100.818078,0.596669666,0.2,,2.712134847,6.011,True,Residential,336.06026
7439,29.29154558,50.38778719,0.245466166,0.259242356,,1.115755299,6.017,True,Residential,167.9592906
7445,31.92881294,14.79775348,0.300909036,0.229063598,,1.367768346,6.023,True,Residential,49.32584492
7504,30.10970584,66.99082008,0.449997861,0.205171973,,2.045444825,6.082,True,Residential,223.3027336
7510,32.44474912,99.64799119,0.493240243,0.210387856,,2.242001106,6.088,True,Residential,332.1599706
7515,29.96684073,108.7492931,0.552583379,0.207781616,,2.511742633,6.093,True,Residential,362.4976435
7520,29.28167441,111.7950657,0.550751079,0.214000664,,2.503413998,6.098,True,Residential,372.6502189
7524,29.73599999,117.8689461,0.415708208,0.226725679,,1.889582765,6.102,True,Residential,392.8964871
7528,29.63618803,86.96500538,0.570107346,0.2,,2.591397027,6.106,True,Residential,289.8833513
7534,29.90021465,71.36195913,0.413364488,0.215118775,,1.878929492,6.112,True,Residential,237.8731971
7596,32.53847477,32.90165454,0.261910033,0.245045661,,1.190500148,6.174,True,Residential,109.6721818
7602,34.4499679,75.69108403,0.216582284,0.283188496,,0.984464925,6.18,True,Residential,252.3036134
7604,34.89569417,81.29331816,0.587760994,0.2,,2.671640884,6.182,True,Residential,270.9777272
7610,34.46656287,111.2008448,0.437261915,0.243228865,,1.987554158,6.188,True,Residential,370.6694826
7613,33.33137961,119.4008504,0.544620677,0.2,,2.47554853,6.191,True,Residential,398.0028347
7618,30.14476691,111.3751396,0.399559349,0.239217813,,1.81617886,6.196,True,Residential,371.2504654
7622,33.3136192,107.2705157,0.526736145,0.214537935,,2.394255204,6.2,True,Residential,357.5683856
7627,30.58838494,76.73304238,0.466691712,0.208279529,,2.121325963,6.205,True,Residential,255.7768079
7635,30.7783073,18.48591034,0.499069078,0.2,,2.268495811,6.213,True,Residential,61.61970112
7698,33.65161141,66.71712925,0.571915098,0.2,,2.599614082,6.276,True,Residential,222.3904308
7704,30.25097054,103.9332248,0.424122513,0.232347576,,1.927829605,6.282,True,Residential,346.4440826
7708,31.56573198,113.5737785,0.515775532,0.210969549,,2.344434237,6.286,True,Residential,378.5792615
7713,33.74111541,112.3637762,0.241184007,0.293012482,,1.096290943,6.291,True,Residential,374.5459208
7715,30.19791082,110.8059729,0.272362342,0.279204099,,1.238010644,6.293,True,Residential,369.3532429
7717,29.34136611,106.6677296,0.505528011,0.205937597,,2.297854594,6.295,True,Residential,355.5590988
7722,29.31377744,74.42056081,0.440927562,0.210815047,,2.004216191,6.3,True,Residential,248.068536
7729,30.57142356,41.56081487,0.283583108,0.24680331,,1.289014127,6.307,True,Residential,138.5360496
7788,30.51803075,37.11840554,0.222342657,0.254196602,,1.010648443,6.366,True,Residential,123.7280185
7793,30.09726239,71.70064741,0.497283676,0.2,,2.260380343,6.371,True,Residential,239.002158
7799,33.61122319,86.02744568,0.573474809,0.2,,2.606703678,6.377,True,Residential,286.7581523
7804,31.4748305,100.5684506,0.569641205,0.2,,2.589278204,6.382,True,Residential,335.2281687
7809,32.72811802,104.7340958,0.211070091,0.284888807,,0.959409506,6.387,True,Residential,349.1136528
7811,31.23720254,96.2908933,0.340438575,0.250776798,,1.547448068,6.389,True,Residential,320.9696443
7814,33.3886886,90.23230252,0.563943588,0.2,,2.563379944,6.392,True,Residential,300.7743417
7820,29.63413364,71.75515861,0.348520189,0.238108651,,1.584182676,6.398,True,Residential,239.183862
7825,34.24720444,37.53826753,0.362379679,0.219318351,,1.647180359,6.403,True,Residential,125.1275584
7889,33.70908696,61.5451295,0.329039182,0.241808174,,1.495632645,6.467,True,Residential,205.1504317
7894,31.30280973,85.95239062,0.521782398,0.209219575,,2.371738175,6.472,True,Residential,286.5079687
7899,30.75206913,95.77427923,0.40234081,0.227265448,,1.828821865,6.477,True,Residential,319.2475974
7903,33.61096361,93.5525004,0.260324036,0.260144004,,1.183291073,6.481,True,Residential,311.841668
7906,32.89604858,102.4755678,0.235926853,0.279972572,,1.072394784,6.484,True,Residential,341.5852261
7908,32.90952657,104.8184495,0.358910853,0.243198516,,1.63141297,6.486,True,Residential,349.3948316
7912,33.78411434,102.1902261,0.267671038,0.273346606,,1.216686536,6.49,True,Residential,340.6340871
7915,33.5865549,70.30167858,0.556832186,0.2,,2.53105539,6.493,True,Residential,234.3389286
7925,32.47283554,14.30529648,0.52834832,0.2,,2.401583271,6.503,True,Residential,47.6843216
7987,31.61308943,74.53383527,0.373027727,0.233370439,,1.695580578,6.565,True,Residential,248.4461176
7992,29.20243002,95.10618772,0.288738648,0.268911739,,1.312448399,6.57,True,Residential,317.0206257
7995,34.18063256,92.00416592,0.264137328,0.274071209,,1.200624218,6.573,True,Residential,306.6805531
7998,29.62993475,97.54992443,0.30583167,0.272546344,,1.390143956,6.576,True,Residential,325.1664148
8001,29.75263405,101.2790055,0.510256535,0.218508425,,2.319347888,6.579,True,Residential,337.5966848
8006,33.41596866,93.3427007,0.330833164,0.25990585,,1.503787107,6.584,True,Residential,311.1423357
8009,30.52948064,79.52786438,0.501981706,0.2,,2.281735028,6.587,True,Residential,265.0928813
8017,31.33191135,33.58604287,0.223680623,0.256946405,,1.016730103,6.595,True,Residential,111.9534762
8076,32.7937442,20.27461705,0.480563081,0.2,,2.184377641,6.654,True,Residential,67.58205683
8085,30.52199928,75.80443366,0.298695337,0.257531414,,1.357706078,6.663,True,Residential,252.6814455
8088,29.97928153,84.40052305,0.363234729,0.231240593,,1.65106695,6.666,True,Residential,281.3350768
8092,33.17734332,99.81934429,0.454802017,0.21405648,,2.067281896,6.67,True,Residential,332.7311476
8097,32.43603566,96.82527712,0.56192266,0.2,,2.554193908,6.675,True,Residential,322.7509237
8103,32.09624412,84.92662725,0.404271184,0.239639204,,1.837596289,6.681,True,Residential,283.0887575
8108,32.75336848,61.10865423,0.210762948,0.277248931,,0.958013401,6.686,True,Residential,203.6955141
8111,29.9516555,49.56167661,0.413012959,0.216078137,,1.877331634,6.689,True,Residential,165.2055887
8175,29.1930294,52.54342141,0.529598687,0.2,,2.407266761,6.753,True,Residential,175.144738
8182,30.01435155,79.87615337,0.403755777,0.223438813,,1.83525353,6.76,True,Residential,266.2538446
8187,34.18293773,96.31717056,0.331905305,0.249581007,,1.508660478,6.765,True,Residential,321.0572352
8190,29.48781602,97.58237442,0.445658124,0.213462829,,2.025718745,6.768,True,Residential,325.2745814
8195,29.5899726,98.76318781,0.319919278,0.255578644,,1.454178538,6.773,True,Residential,329.210626
8198,29.09773237,82.47777592,0.264726533,0.255818188,,1.203302424,6.776,True,Residential,274.9259197
8202,31.86238173,72.66275959,0.317542929,0.25269688,,1.44337695,6.78,True,Residential,242.2091986
8206,29.5797151,56.86615589,0.345628525,0.229864994,,1.571038752,6.784,True,Residential,189.553853
8268,33.47467203,24.91870232,0.46472521,0.2,,2.112387317,6.846,True,Residential,83.06234106
8277,29.64932741,72.57654586,0.552391657,0.2,,2.51087117,6.855,True,Residential,241.9218195
8283,33.81227554,86.51989586,0.354416163,0.239553149,,1.610982559,6.861,True,Residential,288.3996529
8287,33.34318769,101.0013104,0.589322935,0.2,,2.678740615,6.865,True,Residential,336.6710347
8293,32.74263891,89.06427459,0.27997747,0.267765441,,1.272624862,6.871,True,Residential,296.8809153
8296,32.67423591,69.01374363,0.553109702,0.2,,2.514135008,6.874,True,Residential,230.0458121
8304,30.14643885,41.32795001,0.209081268,0.265039677,,0.950369398,6.882,True,Residential,137.7598334
8318,30.14178101,0.0,0.488183233,0.335389708,,2.219014695,0.001,False,Commercial,0.0
8319,33.35475915,0.0,0.445345484,0.224053337,,2.024297653,0.002,True,Commercial,0.0
8349,32.80127728,132.6866071,0.359553763,0.268883667,,1.634335288,0.032,True,Commercial,442.2886902
8351,32.27323169,166.6710699,0.26667256,0.281383294,,1.212148002,0.034,True,Commercial,555.570233
8353,34.04066488,197.8037445,0.441817719,0.266036908,,2.00826236,0.036,True,Commercial,659.3458151
8355,30.42601881,225.5519422,0.281237488,0.30514853,,1.278352218,0.038,False,Commercial,751.8398075
8356,34.53139613,238.0060021,0.494156721,0.24111085,,2.246166914,0.039,True,Commercial,793.3533403
8358,32.42412445,259.8076211,0.582404356,0.222821887,,2.647292525,0.041,True,Commercial,866.0254038
8361,32.93377252,284.0790388,0.578726323,0.285716487,,2.630574196,0.044,True,Commercial,946.9301295
8363,30.29157104,294.2355841,0.391323966,0.333888828,,1.7787453,0.046,False,Commercial,980.7852804
8364,34.53268317,297.4334584,0.569379369,0.265902351,,2.588088039,0.047,True,Commercial,991.4448614
8366,31.26077856,300.0,0.336510915,0.331614041,,1.52959507,0.049,False,Commercial,1000.0
8367,31.37024866,299.357677,0.238141069,0.346918193,,1.082459404,0.05,False,Commercial,997.8589232
8368,30.82781225,297.4334584,0.396347519,0.322189678,,1.801579634,0.051,False,Commercial,991.4448614
8369,31.93150311,294.2355841,0.579227677,0.250941655,,2.632853077,0.052,True,Commercial,980.7852804
8371,30.49807156,284.0790388,0.34620057,0.307855709,,1.573638953,0.054,False,Commercial,946.9301295
8372,29.97261299,277.1638598,0.491284128,0.254325642,,2.233109671,0.055,True,Commercial,923.8795325
8374,30.65374766,259.8076211,0.448716023,0.274363997,,2.039618284,0.057,True,Commercial,866.0254038
8376,31.06141654,238.0060021,0.479444722,0.276364538,,2.17929419,0.059,True,Commercial,793.3533403
8378,32.93557673,212.1320344,0.289687237,0.313363723,,1.316760169,0.061,False,Commercial,707.1067812
8379,31.62655593,197.8037445,0.249555045,0.300425898,,1.134341112,0.062,False,Commercial,659.3458151
8380,29.05689785,182.6284287,0.200037811,0.296073553,,0.909262778,0.063,True,Commercial,608.761429
8382,30.72059081,150.0,0.38587494,0.278772585,,1.753977002,0.065,True,Commercial,500.0
8384,34.17911536,114.8050297,0.446039075,0.229135725,,2.027450339,0.067,True,Commercial,382.6834324
8390,34.4140473,3.67e-14,0.533189368,0.2,,2.423588038,0.073,True,Commercial,1.22e-13
8445,30.6569906,132.6866071,0.562208849,0.2,,2.555494766,0.128,True,Commercial,442.2886902
8449,32.68835106,197.8037445,0.444832541,0.263067675,,2.021966097,0.132,True,Commercial,659.3458151
8451,29.03418338,225.5519422,0.499307986,0.247661673,,2.269581753,0.134,True,Commercial,751.8398075
8453,32.52711557,249.4408837,0.456402442,0.255422784,,2.074556556,0.136,True,Commercial,831.4696123
8455,31.95218254,269.0618225,0.220306289,0.332563573,,1.001392222,0.138,False,Commercial,896.8727415
8456,29.31286161,277.1638598,0.527523468,0.269973671,,2.397833944,0.139,True,Commercial,923.8795325
8458,29.94393885,289.7777479,0.384876481,0.317218747,,1.74943855,0.141,False,Commercial,965.9258263
8459,30.73426414,294.2355841,0.467423882,0.273921673,,2.124654009,0.142,True,Commercial,980.7852804
8461,30.04637569,299.357677,0.302299326,0.347544625,,1.374087846,0.144,False,Commercial,997.8589232
8462,29.46544659,300.0,0.217943455,0.368058761,,0.990652069,0.145,False,Commercial,1000.0
8463,30.26647011,299.357677,0.462385713,0.327301752,,2.101753243,0.146,False,Commercial,997.8589232
8464,29.04175235,297.4334584,0.480833496,0.281451743,,2.185606801,0.147,True,Commercial,991.4448614
8466,31.33852553,289.7777479,0.424816957,0.321250837,,1.930986166,0.149,False,Commercial,965.9258263
